workclass,marital-status,occupation,race,sex,user_id,age,salary,education_rank,mins_beerdrinking_year,mins_exercising_year,works_hours,tea_per_year,coffee_per_year,great_customer_class
private,Never-married,cleaner,caucasian,Male,1019365.0,23.0,28400.25,10.0,447.9206072106262,0.0,30.0,217.27654431512983,193.0,0.0
government,Divorced,professional,caucasian,Female,1016211.0,36.0,67051.25,13.0,0.0,0.0,52.0,414.0,295.0,0.0
private,Divorced,craft,caucasian,Male,1035647.0,48.0,69632.5,9.0,0.0,0.0,40.0,240.0,399.0,0.0
private,Divorced,cleaner,not_caucasian,Male,1031829.0,53.0,55924.0,8.0,0.0,0.0,56.0,315.0,223.0,0.0
private,Never-married,tech,caucasian,Female,1023257.0,25.0,22927.25,12.0,0.0,0.0,45.0,228.0,268.0,0.0
government,Widowed,lawenf,caucasian,Female,1046422.0,62.0,56069.25,10.0,0.0,0.0,40.0,115.0,322.0,0.0
government,Never-married,professional,caucasian,Male,1040204.0,19.0,61327.5,10.0,0.0,0.0,35.0,217.27654431512983,359.7081694672864,0.0
private,Never-married,service,not_caucasian,Male,1023306.0,14.0,63921.25,10.0,0.0,0.0,40.0,246.0,359.7081694672864,0.0
private,Never-married,sales,caucasian,Female,1041201.0,14.0,29633.75,8.0,0.0,0.0,18.0,323.0,359.7081694672864,0.0
private,Divorced,clerical,caucasian,Female,1010097.0,71.0,9358.75,13.0,0.0,0.0,3.0,5.0,170.0,0.0
private,Married,trucker,caucasian,Male,1043445.0,50.0,23858.75,4.0,0.0,1579.0,65.0,217.27654431512983,42.0,0.0
government,Never-married,service,not_caucasian,Male,1020508.0,41.0,22030.0,9.0,0.0,0.0,40.0,217.27654431512983,359.7081694672864,0.0
private,Never-married,clerical,not_caucasian,Male,1032922.0,14.0,40585.75,10.0,0.0,0.0,22.0,30.0,359.7081694672864,0.0
self_employed,Never-married,tech,caucasian,Female,1043860.0,51.0,15160.25,13.0,0.0,0.0,45.0,374.0,359.7081694672864,0.0
government,Married,service,not_caucasian,Male,1021420.0,30.0,67581.0,11.0,0.0,0.0,30.0,392.0,359.7081694672864,0.0
self_employed,Married,sales,caucasian,Male,1045436.0,30.0,37149.29735524019,11.0,0.0,0.0,35.0,172.0,240.0,0.0
self_employed,Never-married,tech,caucasian,Female,1033991.0,48.0,46170.5,9.0,0.0,0.0,18.0,28.0,440.0,0.0
private,Married,executive,caucasian,Male,1006701.0,23.0,50872.0,13.0,0.0,1672.0,40.0,217.27654431512983,359.7081694672864,0.0
self_employed,Married,service,caucasian,Male,1041850.0,59.0,36017.75,3.0,2580.0,46.03422370617696,15.0,29.0,76.0,0.0
private,Never-married,executive,caucasian,Male,1000896.0,25.0,55439.25,13.0,0.0,0.0,50.0,217.27654431512983,255.0,0.0
private,Married,factory,caucasian,Male,1002139.0,51.0,8052.25,5.0,0.0,2051.0,40.0,47.0,359.7081694672864,0.0
private,Never-married,cleaner,caucasian,Male,1006553.0,14.0,105337.5,7.0,0.0,0.0,20.0,395.0,359.7081694672864,0.0
private,Never-married,clerical,caucasian,Male,1031920.0,14.0,76528.5,10.0,0.0,0.0,20.0,217.27654431512983,359.7081694672864,0.0
private,Married,craft,caucasian,Male,1043835.0,50.0,37149.29735524019,10.0,0.0,0.0,40.0,148.0,359.7081694672864,0.0
self_employed,Married,farm,caucasian,Male,1020257.0,67.0,31117.5,9.0,0.0,0.0,60.0,217.27654431512983,440.0,0.0
private,Married,craft,caucasian,Male,1023627.0,33.0,66316.5,9.0,0.0,0.0,40.0,10.0,359.7081694672864,0.0
private,Widowed,clerical,caucasian,Female,1046940.0,72.0,41405.5,10.0,0.0,0.0,25.0,496.0,22.0,0.0
self_employed,Never-married,executive,not_caucasian,Male,1032239.0,24.0,46707.75,10.0,0.0,0.0,45.0,161.0,398.0,0.0
private,Never-married,sales,caucasian,Female,1031086.0,23.0,28170.75,10.0,0.0,46.03422370617696,12.0,310.0,28.0,0.0
self_employed,Never-married,tech,caucasian,Male,1009494.0,20.0,9950.75,10.0,0.0,0.0,40.0,63.0,168.0,0.0
private,Married,factory,caucasian,Male,1002700.0,44.8420094096221,38538.25,6.0,0.0,0.0,50.0,174.0,359.7081694672864,0.0
private,Never-married,executive,caucasian,Female,1006251.0,23.0,26970.5,13.0,0.0,0.0,40.0,217.27654431512983,165.0,0.0
government,Divorced,service,caucasian,Female,1035979.0,44.8420094096221,35761.5,10.0,447.9206072106262,0.0,20.0,217.27654431512983,193.0,0.0
government,Married,craft,caucasian,Male,1041037.0,54.0,8894.0,10.0,0.0,0.0,40.0,12.0,275.0,0.0
self_employed,Never-married,tech,caucasian,Female,1015413.0,19.0,34538.25,10.0,447.9206072106262,0.0,20.0,228.0,93.0,0.0
private,Never-married,craft,not_caucasian,Male,1030837.0,31.0,59329.25,5.0,0.0,0.0,45.0,159.0,273.0,0.0
private,Never-married,service,caucasian,Female,1002921.0,21.0,77337.0,10.0,0.0,46.03422370617696,18.0,456.0,127.0,0.0
private,Married,trucker,caucasian,Male,1012455.0,69.0,27049.0,13.0,0.0,0.0,25.0,27.0,472.0,0.0
self_employed,Never-married,farm,caucasian,Male,1025731.0,29.0,8070.0,9.0,0.0,0.0,45.0,27.0,8.0,0.0
private,Married,farm,caucasian,Male,1031849.0,21.0,28872.0,9.0,0.0,0.0,40.0,292.0,359.7081694672864,0.0
self_employed,Divorced,craft,caucasian,Male,1002242.0,52.0,25120.0,9.0,0.0,0.0,44.0,6.0,360.0,0.0
government,Never-married,clerical,caucasian,Female,1014633.0,37.0,14800.0,9.0,0.0,0.0,40.0,19.0,55.0,0.0
private,Divorced,sales,caucasian,Female,1013936.0,16.0,48336.75,10.0,0.0,0.0,28.0,275.0,359.7081694672864,0.0
private,Divorced,clerical,caucasian,Female,1026610.0,46.0,47073.25,9.0,447.9206072106262,0.0,40.0,238.0,43.0,0.0
private,Never-married,clerical,not_caucasian,Female,1007678.0,25.0,36909.5,13.0,0.0,0.0,40.0,58.0,301.0,0.0
self_employed,Divorced,tech,caucasian,Male,1015832.0,41.0,49754.5,10.0,0.0,1504.0,40.0,20.0,463.0,0.0
private,Married,executive,caucasian,Male,1047367.0,53.0,69092.25,9.0,0.0,0.0,45.0,217.27654431512983,454.0,0.0
self_employed,Never-married,tech,caucasian,Male,1023430.0,22.0,44993.25,11.0,0.0,0.0,40.0,350.0,56.0,0.0
private,Married,craft,caucasian,Male,1024273.0,40.0,36016.75,11.0,0.0,0.0,40.0,482.0,42.0,0.0
private,Divorced,professional,caucasian,Female,1039440.0,59.0,8238.5,11.0,0.0,0.0,36.0,149.0,231.0,0.0
private,Never-married,sales,caucasian,Male,1048300.0,23.0,40557.0,13.0,0.0,0.0,48.0,217.27654431512983,460.0,0.0
government,Divorced,executive,caucasian,Female,1033327.0,56.0,66109.0,10.0,0.0,0.0,40.0,122.0,173.0,0.0
government,Never-married,cleaner,caucasian,Male,1009016.0,29.0,26229.25,10.0,0.0,0.0,44.0,226.0,16.0,0.0
government,Married,professional,caucasian,Male,1037972.0,30.0,45750.0,14.0,0.0,0.0,45.0,217.27654431512983,473.0,0.0
private,Divorced,factory,caucasian,Male,1004720.0,35.0,46927.75,9.0,0.0,0.0,40.0,217.27654431512983,246.0,0.0
private,Never-married,executive,caucasian,Female,1012413.0,21.0,100534.0,10.0,0.0,0.0,20.0,249.0,111.0,0.0
private,Never-married,cleaner,caucasian,Male,1007906.0,18.0,59714.75,9.0,0.0,0.0,20.0,366.0,359.7081694672864,0.0
private,Divorced,executive,caucasian,Female,1041163.0,39.0,34911.75,10.0,0.0,0.0,56.0,396.0,207.0,0.0
private,Married,farm,caucasian,Female,1031838.0,31.0,99763.0,5.0,447.9206072106262,46.03422370617696,42.0,217.27654431512983,229.0,0.0
private,Never-married,sales,caucasian,Female,1045192.0,20.0,37149.29735524019,10.0,0.0,0.0,30.0,432.0,136.0,0.0
private,Never-married,clerical,caucasian,Female,1033364.0,24.0,54553.75,11.0,0.0,0.0,20.0,433.0,149.0,0.0
private,Divorced,clerical,caucasian,Female,1020885.0,26.0,42778.5,11.0,0.0,0.0,35.0,335.0,61.0,0.0
private,Never-married,service,not_caucasian,Female,1035510.0,31.0,75758.0,10.0,0.0,0.0,40.0,421.0,494.0,0.0
government,Never-married,clerical,caucasian,Female,1035841.0,24.0,46054.0,10.0,0.0,0.0,40.0,27.0,330.0,0.0
private,Married,craft,caucasian,Male,1041275.0,52.0,22260.25,9.0,0.0,46.03422370617696,40.0,495.0,184.0,0.0
private,Divorced,cleaner,caucasian,Male,1020386.0,44.8420094096221,23909.0,10.0,0.0,0.0,45.0,217.27654431512983,231.0,0.0
private,Never-married,sales,not_caucasian,Female,1038182.0,18.0,43396.25,9.0,0.0,0.0,18.0,217.27654431512983,109.0,0.0
private,Never-married,factory,caucasian,Male,1035588.0,29.0,64806.5,7.0,0.0,0.0,48.0,441.0,139.0,0.0
private,Never-married,executive,caucasian,Female,1038516.0,32.0,90564.75,13.0,0.0,0.0,40.0,217.27654431512983,215.0,0.0
self_employed,Widowed,craft,caucasian,Female,1004810.0,51.0,46500.0,11.0,447.9206072106262,0.0,40.0,262.0,359.7081694672864,0.0
self_employed,Never-married,tech,caucasian,Male,1020553.0,14.0,50294.75,10.0,0.0,0.0,40.0,58.0,359.7081694672864,0.0
self_employed,Never-married,tech,caucasian,Female,1014285.0,19.0,44480.75,10.0,0.0,0.0,25.0,267.0,430.0,0.0
private,Never-married,sales,caucasian,Female,1036150.0,32.0,45678.5,9.0,0.0,0.0,45.0,462.0,204.0,0.0
self_employed,Divorced,tech,not_caucasian,Female,1009091.0,48.0,38877.25,7.0,0.0,0.0,10.0,417.0,145.0,0.0
private,Married,service,caucasian,Female,1031516.0,18.0,24054.75,13.0,0.0,0.0,15.0,217.27654431512983,359.7081694672864,0.0
private,Never-married,cleaner,not_caucasian,Male,1043583.0,33.0,53822.0,7.0,0.0,0.0,40.0,54.0,235.0,0.0
private,Married,tech,caucasian,Male,1013069.0,23.0,38737.5,13.0,0.0,0.0,50.0,151.0,359.7081694672864,0.0
government,Divorced,tech,not_caucasian,Female,1015842.0,47.0,37149.29735524019,10.0,0.0,0.0,48.0,406.0,49.0,0.0
private,Married,factory,caucasian,Female,1039493.0,50.0,66736.25,9.0,3137.0,0.0,40.0,352.0,101.0,0.0
private,Married,service,caucasian,Female,1015149.0,31.0,6068.25,9.0,0.0,0.0,40.0,451.0,359.7081694672864,0.0
government,Married,lawenf,caucasian,Male,1011540.0,35.0,56386.0,13.0,0.0,0.0,48.0,401.0,384.0,0.0
private,Married,sales,caucasian,Male,1030640.0,38.0,18367.75,10.0,0.0,0.0,50.0,182.0,353.0,0.0
self_employed,Married,service,caucasian,Male,1030425.0,47.0,34571.25,12.0,0.0,0.0,40.0,122.0,359.7081694672864,0.0
private,Divorced,professional,caucasian,Female,1023165.0,35.0,50106.5,11.0,0.0,0.0,44.0,91.0,48.0,0.0
private,Married,factory,not_caucasian,Male,1031724.0,27.0,41341.25,9.0,2885.0,0.0,40.0,217.27654431512983,401.0,0.0
private,Never-married,executive,not_caucasian,Male,1040918.0,14.0,120293.75,10.0,447.9206072106262,0.0,24.0,35.0,359.7081694672864,0.0
private,Never-married,clerical,caucasian,Female,1033686.0,14.0,77844.0,13.0,0.0,0.0,40.0,40.0,359.7081694672864,0.0
private,Married,factory,caucasian,Male,1025159.0,20.0,39672.0,9.0,0.0,0.0,40.0,152.0,359.7081694672864,0.0
private,Married,professional,caucasian,Male,1034985.0,27.0,75601.5,14.0,0.0,0.0,55.0,217.27654431512983,430.0,0.0
private,Married,executive,caucasian,Male,1048740.0,85.0,24652.75,13.0,447.9206072106262,0.0,3.0,94.0,42.0,0.0
self_employed,Married,executive,caucasian,Male,1006864.0,39.0,84757.25,13.0,0.0,0.0,50.0,217.27654431512983,298.0,0.0
private,Never-married,executive,not_caucasian,Female,1002187.0,35.0,17570.5,9.0,0.0,0.0,40.0,123.0,177.0,0.0
government,Never-married,clerical,caucasian,Female,1024472.0,30.0,26429.25,14.0,0.0,1876.0,35.0,395.0,359.7081694672864,0.0
self_employed,Married,factory,caucasian,Male,1000080.0,44.8420094096221,16750.25,10.0,0.0,0.0,50.0,217.27654431512983,69.0,0.0
government,Never-married,service,not_caucasian,Female,1048682.0,52.0,35883.25,4.0,0.0,0.0,40.0,249.0,256.0,0.0
private,Divorced,clerical,caucasian,Female,1048625.0,34.0,30491.5,13.0,0.0,0.0,45.0,406.0,241.0,0.0
private,Married,factory,caucasian,Male,1044289.0,42.0,50641.25,2.0,0.0,0.0,40.0,210.0,435.0,0.0
self_employed,Never-married,tech,caucasian,Male,1021206.0,28.0,72566.75,13.0,0.0,0.0,18.0,217.27654431512983,497.0,0.0
private,Divorced,professional,caucasian,Female,1031891.0,22.0,50918.5,12.0,0.0,880.0,36.0,217.27654431512983,359.7081694672864,0.0
private,Divorced,professional,caucasian,Female,1010371.0,54.0,25895.0,13.0,0.0,0.0,40.0,217.27654431512983,48.0,0.0
private,Married,sales,caucasian,Male,1025900.0,24.0,37149.29735524019,9.0,0.0,0.0,50.0,18.0,359.7081694672864,0.0
private,Never-married,sales,not_caucasian,Male,1018013.0,26.0,78544.25,9.0,0.0,0.0,40.0,320.0,111.0,0.0
private,Married,craft,caucasian,Male,1047911.0,31.0,117363.5,10.0,0.0,0.0,40.0,456.0,359.7081694672864,0.0
private,Divorced,clerical,caucasian,Female,1029017.0,58.0,29846.5,11.0,0.0,0.0,60.0,217.27654431512983,427.0,0.0
private,Married,craft,caucasian,Male,1010290.0,25.0,53684.5,9.0,0.0,0.0,48.0,230.0,359.7081694672864,0.0
private,Married,professional,caucasian,Male,1016164.0,28.0,62430.0,10.0,0.0,0.0,40.0,199.0,250.0,0.0
private,Never-married,tech,caucasian,Female,1008655.0,23.0,62271.75,13.0,0.0,0.0,40.0,127.0,32.0,0.0
private,Never-married,service,caucasian,Male,1034685.0,19.0,53669.5,9.0,0.0,0.0,30.0,105.0,7.0,0.0
private,Never-married,executive,caucasian,Female,1023197.0,38.0,37149.29735524019,13.0,447.9206072106262,0.0,40.0,25.0,57.0,0.0
private,Never-married,trucker,not_caucasian,Male,1023846.0,34.0,13134.25,9.0,0.0,0.0,30.0,485.0,150.0,0.0
government,Married,executive,caucasian,Male,1019686.0,47.0,33667.75,10.0,0.0,0.0,40.0,15.0,361.0,0.0
self_employed,Married,sales,caucasian,Male,1033287.0,77.0,38940.25,10.0,0.0,46.03422370617696,8.0,217.27654431512983,20.0,0.0
private,Divorced,craft,caucasian,Male,1039137.0,60.0,40156.25,10.0,0.0,46.03422370617696,47.0,396.0,68.0,0.0
self_employed,Married,tech,caucasian,Female,1012603.0,61.0,23578.5,9.0,1173.0,0.0,18.0,19.0,359.7081694672864,0.0
private,Never-married,tech,caucasian,Female,1013886.0,25.0,72110.0,13.0,0.0,0.0,40.0,217.27654431512983,271.0,0.0
private,Married,craft,caucasian,Male,1045220.0,52.0,51715.5,9.0,0.0,0.0,40.0,364.0,361.0,0.0
self_employed,Married,tech,caucasian,Male,1035521.0,69.0,84430.0,9.0,0.0,0.0,24.0,197.0,268.0,0.0
private,Divorced,clerical,caucasian,Male,1011059.0,48.0,40025.25,9.0,0.0,0.0,55.0,292.0,359.7081694672864,0.0
private,Married,craft,not_caucasian,Male,1002028.0,44.0,28211.75,4.0,0.0,0.0,40.0,98.0,141.0,0.0
private,Divorced,factory,caucasian,Male,1045521.0,31.0,47958.5,9.0,0.0,0.0,40.0,204.0,287.0,0.0
private,Married,factory,caucasian,Male,1009039.0,61.0,86334.75,11.0,0.0,0.0,28.0,179.0,359.7081694672864,0.0
government,Divorced,professional,caucasian,Female,1019755.0,33.0,27236.25,13.0,0.0,0.0,48.0,217.27654431512983,359.7081694672864,0.0
private,Married,craft,caucasian,Male,1032670.0,38.0,25734.5,13.0,0.0,0.0,40.0,494.0,140.0,0.0
private,Divorced,craft,caucasian,Female,1037585.0,32.0,46208.25,6.0,0.0,0.0,40.0,326.0,331.0,0.0
private,Married,professional,caucasian,Male,1031417.0,26.0,59825.75,13.0,0.0,0.0,50.0,140.0,256.0,0.0
self_employed,Married,sales,caucasian,Male,1024016.0,49.0,44762.0,9.0,0.0,0.0,60.0,182.0,135.0,0.0
private,Divorced,farm,caucasian,Male,1019477.0,20.0,55488.75,3.0,0.0,0.0,40.0,217.27654431512983,470.0,0.0
self_employed,Divorced,craft,caucasian,Male,1045531.0,33.0,44457.0,9.0,0.0,0.0,50.0,217.27654431512983,52.0,0.0
private,Widowed,service,caucasian,Female,1025052.0,44.8420094096221,38290.0,9.0,0.0,0.0,40.0,345.0,43.0,0.0
private,Widowed,sales,caucasian,Female,1009556.0,63.0,13278.5,10.0,2538.0,0.0,20.0,42.0,359.7081694672864,0.0
self_employed,Married,tech,caucasian,Male,1045242.0,27.0,12715.5,9.0,0.0,46.03422370617696,55.0,217.27654431512983,359.7081694672864,0.0
government,Never-married,lawenf,not_caucasian,Female,1005685.0,28.0,39095.75,10.0,0.0,0.0,40.0,217.27654431512983,359.7081694672864,0.0
private,Never-married,executive,caucasian,Female,1037322.0,21.0,25115.5,11.0,2174.0,0.0,60.0,373.0,154.0,0.0
self_employed,Never-married,craft,caucasian,Male,1010897.0,28.0,33755.0,10.0,0.0,0.0,60.0,131.0,359.7081694672864,0.0
government,Married,executive,caucasian,Male,1034341.0,45.0,33300.25,14.0,447.9206072106262,0.0,50.0,318.0,359.7081694672864,0.0
private,Never-married,service,not_caucasian,Male,1045809.0,14.0,41110.25,9.0,0.0,0.0,40.0,252.0,359.7081694672864,0.0
private,Never-married,farm,not_caucasian,Female,1026682.0,56.0,91262.5,4.0,0.0,0.0,20.0,217.27654431512983,320.0,0.0
private,Married,craft,caucasian,Male,1018587.0,42.0,9467.25,10.0,0.0,0.0,40.0,11.0,271.0,0.0
private,Never-married,professional,caucasian,Male,1010513.0,41.0,82059.75,10.0,0.0,0.0,40.0,36.0,455.0,0.0
government,Married,craft,caucasian,Male,1030568.0,55.0,71741.75,6.0,0.0,0.0,45.0,354.0,72.0,0.0
private,Never-married,clerical,caucasian,Female,1026487.0,19.0,116614.5,10.0,0.0,0.0,20.0,217.27654431512983,151.0,0.0
private,Never-married,factory,caucasian,Female,1033936.0,28.0,31330.25,9.0,447.9206072106262,0.0,40.0,217.27654431512983,4.0,0.0
private,Never-married,sales,caucasian,Male,1048140.0,24.0,51466.25,9.0,0.0,0.0,45.0,217.27654431512983,351.0,0.0
private,Married,craft,caucasian,Male,1048334.0,33.0,15141.75,9.0,3411.0,0.0,40.0,395.0,362.0,0.0
government,Married,executive,caucasian,Female,1033329.0,51.0,7072.75,13.0,0.0,0.0,40.0,217.27654431512983,359.7081694672864,0.0
private,Never-married,tech,caucasian,Male,1002241.0,14.0,54032.25,10.0,0.0,0.0,40.0,59.0,359.7081694672864,0.0
government,Never-married,lawenf,not_caucasian,Female,1010887.0,23.0,53214.0,12.0,447.9206072106262,0.0,35.0,65.0,63.0,0.0
private,Never-married,cleaner,not_caucasian,Male,1002361.0,22.0,49739.0,9.0,0.0,0.0,35.0,217.27654431512983,133.0,0.0
self_employed,Married,executive,caucasian,Male,1040087.0,42.0,24515.25,11.0,0.0,0.0,50.0,26.0,462.0,0.0
government,Married,craft,caucasian,Male,1039864.0,31.0,37581.0,9.0,0.0,0.0,40.0,63.0,271.0,0.0
private,Married,executive,caucasian,Male,1021318.0,44.8420094096221,37149.29735524019,13.0,0.0,0.0,45.0,199.0,271.0,0.0
private,Never-married,lawenf,caucasian,Female,1001659.0,14.0,37704.25,8.0,0.0,0.0,45.0,226.0,359.7081694672864,0.0
private,Married,craft,caucasian,Male,1002428.0,39.0,71506.5,13.0,0.0,0.0,52.0,73.0,497.0,0.0
government,Married,cleaner,not_caucasian,Male,1001046.0,62.0,42998.75,6.0,2829.0,0.0,40.0,63.0,289.0,0.0
private,Never-married,sales,caucasian,Female,1027594.0,19.0,16709.5,10.0,0.0,0.0,9.0,465.0,145.0,0.0
private,Never-married,clerical,caucasian,Female,1045396.0,16.0,47142.25,10.0,0.0,0.0,25.0,217.27654431512983,359.7081694672864,0.0
self_employed,Married,professional,caucasian,Male,1040431.0,25.0,28591.5,13.0,0.0,0.0,40.0,88.0,359.7081694672864,0.0
self_employed,Married,sales,not_caucasian,Male,1002718.0,52.0,39220.5,10.0,0.0,0.0,40.0,217.27654431512983,178.0,0.0
private,Divorced,service,caucasian,Female,1001128.0,49.0,47830.0,9.0,0.0,0.0,24.0,217.27654431512983,49.0,0.0
private,Married,craft,caucasian,Male,1026459.0,43.0,43329.0,10.0,0.0,0.0,40.0,217.27654431512983,176.0,0.0
private,Married,executive,caucasian,Male,1029084.0,64.0,63699.25,10.0,0.0,0.0,40.0,333.0,483.0,0.0
private,Never-married,clerical,caucasian,Male,1042240.0,56.0,24657.5,4.0,447.9206072106262,0.0,40.0,474.0,198.0,0.0
private,Never-married,cleaner,caucasian,Male,1033657.0,44.8420094096221,37149.29735524019,10.0,0.0,0.0,12.0,448.0,492.0,0.0
private,Never-married,clerical,caucasian,Female,1046421.0,14.0,37409.25,10.0,0.0,0.0,25.0,216.0,359.7081694672864,0.0
self_employed,Never-married,tech,not_caucasian,Female,1027027.0,35.0,79445.0,10.0,0.0,0.0,40.0,205.0,195.0,0.0
private,Divorced,tech,not_caucasian,Female,1014959.0,42.0,36294.5,9.0,0.0,0.0,40.0,174.0,341.0,0.0
private,Never-married,sales,caucasian,Male,1003516.0,34.0,51268.0,9.0,0.0,0.0,50.0,207.0,162.0,0.0
private,Divorced,sales,caucasian,Female,1043673.0,43.0,54577.25,13.0,0.0,0.0,50.0,496.0,232.0,0.0
private,Married,service,not_caucasian,Male,1031532.0,43.0,52476.5,2.0,0.0,0.0,35.0,488.0,359.7081694672864,0.0
government,Married,lawenf,caucasian,Male,1008678.0,29.0,22739.0,9.0,0.0,0.0,40.0,115.0,4.0,0.0
private,Never-married,professional,caucasian,Male,1045434.0,25.0,59865.25,14.0,0.0,0.0,35.0,217.27654431512983,320.0,0.0
private,Married,trucker,caucasian,Male,1002511.0,52.0,47161.0,10.0,0.0,0.0,30.0,217.27654431512983,374.0,0.0
private,Married,factory,caucasian,Male,1027087.0,46.0,82944.0,9.0,0.0,0.0,40.0,41.0,138.0,0.0
self_employed,Divorced,tech,caucasian,Female,1003569.0,49.0,56922.5,9.0,0.0,0.0,40.0,266.0,162.0,0.0
private,Married,clerical,caucasian,Female,1037488.0,26.0,50522.75,9.0,0.0,0.0,40.0,77.0,340.0,0.0
private,Married,craft,caucasian,Male,1048590.0,36.0,10928.0,6.0,0.0,0.0,40.0,217.27654431512983,134.0,0.0
self_employed,Widowed,farm,caucasian,Male,1003170.0,63.0,27525.5,9.0,0.0,1668.0,77.0,188.0,359.7081694672864,0.0
private,Married,factory,caucasian,Male,1037856.0,39.0,54788.75,9.0,0.0,46.03422370617696,43.0,217.27654431512983,475.0,0.0
private,Married,executive,caucasian,Male,1003906.0,56.0,37149.29735524019,10.0,3818.0,0.0,40.0,316.0,359.7081694672864,0.0
private,Married,craft,caucasian,Male,1041768.0,33.0,40196.0,6.0,0.0,0.0,40.0,59.0,400.0,0.0
private,Divorced,service,not_caucasian,Female,1037998.0,27.0,43058.0,9.0,0.0,0.0,30.0,461.0,359.7081694672864,0.0
government,Married,craft,not_caucasian,Male,1005014.0,27.0,10278.75,10.0,0.0,0.0,40.0,217.27654431512983,341.0,0.0
private,Never-married,factory,caucasian,Male,1014121.0,45.0,47280.75,9.0,0.0,0.0,40.0,231.0,16.0,0.0
private,Married,factory,not_caucasian,Male,1013361.0,45.0,17224.0,9.0,0.0,0.0,48.0,217.27654431512983,165.0,0.0
private,Never-married,cleaner,caucasian,Male,1017931.0,14.0,80855.25,10.0,0.0,0.0,20.0,443.0,359.7081694672864,0.0
self_employed,Married,tech,caucasian,Male,1033449.0,63.0,16112.0,9.0,0.0,0.0,40.0,96.0,280.0,0.0
private,Never-married,service,caucasian,Male,1025556.0,22.0,53848.75,10.0,0.0,1602.0,10.0,490.0,283.0,0.0
private,Never-married,sales,caucasian,Female,1016785.0,25.0,45263.5,13.0,0.0,0.0,40.0,413.0,200.0,0.0
private,Never-married,professional,caucasian,Female,1020769.0,25.0,8635.25,11.0,0.0,0.0,36.0,257.0,462.0,0.0
private,Never-married,tech,caucasian,Female,1041671.0,20.0,68839.25,11.0,0.0,0.0,25.0,449.0,423.0,0.0
private,Never-married,clerical,not_caucasian,Female,1015313.0,17.0,40072.75,10.0,0.0,0.0,40.0,141.0,359.7081694672864,0.0
private,Never-married,cleaner,not_caucasian,Male,1031548.0,25.0,51919.0,10.0,0.0,0.0,40.0,217.27654431512983,359.7081694672864,0.0
private,Divorced,clerical,not_caucasian,Female,1026852.0,22.0,15977.5,9.0,0.0,0.0,40.0,217.27654431512983,359.7081694672864,0.0
private,Married,sales,caucasian,Male,1046816.0,19.0,37149.29735524019,14.0,0.0,0.0,20.0,49.0,359.7081694672864,0.0
private,Married,trucker,caucasian,Male,1035258.0,37.0,48463.75,9.0,0.0,46.03422370617696,45.0,271.0,8.0,0.0
self_employed,Married,craft,caucasian,Male,1013238.0,41.0,12873.5,10.0,0.0,0.0,40.0,217.27654431512983,280.0,0.0
private,Divorced,service,caucasian,Female,1029077.0,41.0,9599.25,9.0,0.0,0.0,40.0,271.0,335.0,0.0
private,Divorced,cleaner,caucasian,Male,1032596.0,24.0,28205.0,9.0,2463.0,0.0,40.0,381.0,359.7081694672864,0.0
self_employed,Married,sales,caucasian,Female,1009043.0,56.0,71458.0,14.0,0.0,0.0,70.0,476.0,232.0,0.0
private,Married,factory,caucasian,Male,1037774.0,31.0,37149.29735524019,9.0,0.0,0.0,45.0,157.0,442.0,0.0
self_employed,Married,farm,caucasian,Male,1040313.0,30.0,19825.75,11.0,0.0,0.0,60.0,217.27654431512983,166.0,0.0
private,Married,factory,caucasian,Male,1027563.0,40.0,37149.29735524019,9.0,0.0,0.0,40.0,217.27654431512983,141.0,0.0
private,Married,craft,caucasian,Male,1043220.0,40.0,29323.75,6.0,0.0,0.0,40.0,466.0,359.7081694672864,0.0
private,Never-married,craft,caucasian,Male,1006420.0,36.0,66586.75,9.0,447.9206072106262,0.0,43.0,250.0,83.0,0.0
private,Married,sales,caucasian,Male,1022636.0,36.0,63623.25,10.0,0.0,46.03422370617696,44.0,217.27654431512983,223.0,0.0
private,Married,craft,caucasian,Male,1035791.0,44.8420094096221,72314.25,10.0,0.0,0.0,40.0,217.27654431512983,231.0,0.0
private,Married,clerical,caucasian,Male,1011470.0,62.0,34697.5,9.0,0.0,46.03422370617696,30.0,217.27654431512983,359.7081694672864,0.0
private,Never-married,clerical,caucasian,Female,1018478.0,25.0,48037.25,13.0,0.0,0.0,40.0,97.0,14.0,0.0
self_employed,Married,tech,caucasian,Female,1036717.0,47.0,46701.25,9.0,0.0,0.0,35.0,401.0,455.0,0.0
self_employed,Never-married,tech,caucasian,Female,1037219.0,14.0,51485.0,10.0,0.0,0.0,40.0,31.0,359.7081694672864,0.0
self_employed,Widowed,tech,not_caucasian,Female,1025428.0,65.0,65135.75,6.0,0.0,0.0,1.0,217.27654431512983,359.7081694672864,0.0
government,Divorced,professional,caucasian,Female,1018980.0,40.0,57341.0,14.0,0.0,0.0,45.0,404.0,305.0,0.0
private,Divorced,craft,caucasian,Male,1048402.0,37.0,68237.5,9.0,0.0,0.0,40.0,318.0,496.0,0.0
private,Married,craft,caucasian,Male,1022307.0,29.0,74386.0,9.0,0.0,0.0,40.0,23.0,177.0,0.0
private,Divorced,clerical,caucasian,Female,1003042.0,31.0,13776.0,9.0,447.9206072106262,0.0,25.0,217.27654431512983,200.0,0.0
