salary,mins_beerdrinking_year,works_hours,mins_exercising_year,education_rank,coffee_per_year,great_customer_class
86923.0,0.0,15.0,0.0,7.0,404.0,0.0
36014.0,3818.0,40.0,0.0,9.0,129.0,0.0
94405.5,0.0,50.0,0.0,12.0,427.0,0.0
26859.5,0.0,40.0,1651.0,4.0,359.7081694672864,0.0
100133.75,0.0,40.0,0.0,10.0,420.0,0.0
57763.0,0.0,35.0,0.0,9.0,353.0,0.0
8310.25,0.0,40.0,0.0,10.0,160.0,0.0
9057.0,0.0,44.0,0.0,9.0,217.0,0.0
13689.75,0.0,38.0,0.0,9.0,72.0,0.0
41548.25,0.0,30.0,0.0,9.0,24.0,0.0
28771.25,0.0,50.0,0.0,9.0,496.0,0.0
47336.5,0.0,40.0,0.0,9.0,363.0,0.0
202903.75,0.0,50.0,0.0,9.0,101.0,0.0
23369.0,0.0,70.0,0.0,13.0,378.0,0.0
71995.75,0.0,48.0,2258.0,13.0,349.0,0.0
45906.75,0.0,40.0,0.0,7.0,102.0,0.0
10999.5,0.0,50.0,0.0,13.0,293.0,0.0
37149.29735524019,0.0,25.0,0.0,10.0,449.0,0.0
25657.0,0.0,40.0,0.0,14.0,165.0,0.0
44737.0,0.0,50.0,0.0,9.0,359.7081694672864,0.0
62997.5,0.0,37.0,0.0,9.0,467.0,0.0
26143.75,0.0,40.0,0.0,11.0,287.0,0.0
48726.25,0.0,30.0,0.0,10.0,452.0,0.0
13866.25,0.0,35.0,0.0,9.0,342.0,0.0
45238.75,0.0,25.0,0.0,3.0,359.7081694672864,0.0
130019.5,0.0,60.0,0.0,12.0,359.7081694672864,0.0
22389.75,0.0,40.0,0.0,9.0,359.7081694672864,0.0
84149.5,0.0,36.0,0.0,3.0,262.0,0.0
18492.0,0.0,50.0,46.03422370617696,10.0,221.0,0.0
12656.5,0.0,20.0,0.0,10.0,359.7081694672864,0.0
49931.25,0.0,60.0,0.0,11.0,182.0,0.0
37474.5,0.0,50.0,0.0,9.0,336.0,0.0
57513.5,0.0,40.0,0.0,10.0,493.0,0.0
27592.75,0.0,50.0,0.0,9.0,190.0,0.0
37149.29735524019,0.0,40.0,0.0,13.0,16.0,0.0
82673.75,0.0,40.0,0.0,10.0,337.0,0.0
32591.0,0.0,40.0,0.0,9.0,359.7081694672864,0.0
67569.5,0.0,12.0,0.0,9.0,209.0,0.0
32294.25,0.0,40.0,0.0,9.0,187.0,0.0
26777.0,0.0,40.0,0.0,10.0,359.7081694672864,0.0
46488.0,0.0,30.0,0.0,14.0,359.7081694672864,0.0
9418.0,447.9206072106262,45.0,0.0,13.0,359.7081694672864,0.0
49681.75,0.0,30.0,0.0,9.0,359.7081694672864,0.0
37149.29735524019,0.0,40.0,0.0,9.0,119.0,0.0
14427.75,0.0,40.0,0.0,13.0,94.0,0.0
130193.75,0.0,30.0,0.0,8.0,192.0,0.0
24887.75,0.0,15.0,0.0,13.0,362.0,0.0
48843.0,0.0,20.0,0.0,7.0,119.0,0.0
47964.5,0.0,40.0,0.0,10.0,359.7081694672864,0.0
54990.5,0.0,40.0,0.0,11.0,359.7081694672864,0.0
56782.0,0.0,40.0,0.0,3.0,339.0,0.0
60153.0,0.0,60.0,0.0,13.0,176.0,0.0
5886.25,0.0,40.0,46.03422370617696,10.0,305.0,0.0
8573.0,0.0,60.0,0.0,10.0,289.0,0.0
31629.25,0.0,20.0,0.0,10.0,474.0,0.0
34027.25,0.0,45.0,0.0,7.0,442.0,0.0
85861.75,0.0,40.0,0.0,9.0,183.0,0.0
29818.0,0.0,40.0,0.0,6.0,359.7081694672864,0.0
55748.25,0.0,40.0,0.0,9.0,359.7081694672864,0.0
9650.75,0.0,20.0,46.03422370617696,4.0,359.7081694672864,0.0
48297.0,0.0,40.0,0.0,14.0,359.7081694672864,0.0
12525.75,0.0,40.0,0.0,10.0,190.0,0.0
19416.25,0.0,42.0,0.0,9.0,10.0,0.0
27185.25,0.0,40.0,0.0,9.0,357.0,0.0
9975.25,0.0,60.0,0.0,13.0,359.7081694672864,0.0
28962.75,0.0,40.0,0.0,9.0,37.0,0.0
59118.0,0.0,40.0,0.0,13.0,359.7081694672864,0.0
24082.5,0.0,40.0,0.0,11.0,359.7081694672864,0.0
37149.29735524019,0.0,40.0,0.0,9.0,58.0,0.0
36237.25,0.0,40.0,0.0,9.0,455.0,0.0
5607.0,0.0,40.0,0.0,14.0,300.0,0.0
37149.29735524019,0.0,50.0,1628.0,9.0,359.7081694672864,0.0
80416.5,0.0,20.0,0.0,12.0,169.0,0.0
47790.25,447.9206072106262,55.0,0.0,9.0,359.7081694672864,0.0
87104.0,0.0,40.0,0.0,9.0,151.0,0.0
37413.25,0.0,40.0,0.0,9.0,223.0,0.0
89766.75,0.0,20.0,0.0,10.0,392.0,0.0
67951.75,0.0,16.0,0.0,14.0,79.0,0.0
24179.5,0.0,37.0,0.0,9.0,359.7081694672864,0.0
85658.5,0.0,40.0,0.0,11.0,165.0,0.0
8471.75,0.0,40.0,0.0,10.0,7.0,0.0
139463.25,5013.0,32.0,0.0,13.0,359.7081694672864,0.0
70257.5,0.0,45.0,0.0,9.0,375.0,0.0
38385.5,0.0,35.0,0.0,10.0,379.0,0.0
86788.25,0.0,40.0,0.0,10.0,367.0,0.0
54739.0,0.0,40.0,0.0,9.0,30.0,0.0
33265.0,0.0,60.0,0.0,10.0,233.0,0.0
31013.0,0.0,40.0,0.0,9.0,359.7081694672864,0.0
42197.5,0.0,44.0,0.0,9.0,210.0,0.0
54662.25,0.0,40.0,0.0,9.0,292.0,0.0
43134.5,0.0,40.0,0.0,9.0,359.7081694672864,0.0
85530.25,0.0,40.0,0.0,10.0,107.0,0.0
47140.75,0.0,55.0,0.0,9.0,359.7081694672864,0.0
33034.75,0.0,30.0,0.0,6.0,359.7081694672864,0.0
32393.25,0.0,40.0,1741.0,13.0,359.7081694672864,0.0
63668.0,2354.0,40.0,0.0,10.0,250.0,0.0
60791.25,0.0,40.0,0.0,9.0,149.0,0.0
56089.25,2290.0,4.0,46.03422370617696,10.0,264.0,0.0
62431.75,0.0,30.0,0.0,10.0,81.0,0.0
54139.5,0.0,40.0,0.0,10.0,359.7081694672864,0.0
22861.75,0.0,8.0,2205.0,13.0,164.0,0.0
49764.5,0.0,38.0,0.0,9.0,359.7081694672864,0.0
59764.25,0.0,40.0,0.0,9.0,173.0,0.0
25580.75,0.0,30.0,0.0,10.0,253.0,0.0
40732.5,0.0,50.0,46.03422370617696,13.0,296.0,0.0
50746.0,3137.0,40.0,0.0,9.0,39.0,0.0
26187.0,0.0,45.0,0.0,6.0,127.0,0.0
41548.25,0.0,40.0,0.0,9.0,407.0,0.0
39353.25,0.0,40.0,0.0,2.0,281.0,0.0
44002.75,0.0,40.0,0.0,10.0,359.7081694672864,0.0
37346.25,0.0,30.0,0.0,9.0,486.0,0.0
45270.25,447.9206072106262,20.0,0.0,9.0,427.0,0.0
27107.75,0.0,40.0,0.0,10.0,359.7081694672864,0.0
37149.29735524019,0.0,38.0,0.0,14.0,313.0,0.0
46591.25,0.0,40.0,0.0,10.0,359.7081694672864,0.0
13848.75,0.0,52.0,0.0,10.0,232.0,0.0
13286.75,0.0,50.0,0.0,13.0,359.7081694672864,0.0
70651.0,0.0,24.0,0.0,10.0,79.0,0.0
40280.75,0.0,32.0,0.0,8.0,280.0,0.0
30951.75,0.0,40.0,0.0,9.0,149.0,0.0
43398.25,0.0,75.0,0.0,10.0,441.0,0.0
45713.5,0.0,45.0,0.0,9.0,359.7081694672864,0.0
16766.25,0.0,40.0,0.0,11.0,329.0,0.0
44237.25,0.0,50.0,0.0,4.0,316.0,0.0
46264.25,0.0,40.0,0.0,9.0,346.0,0.0
66488.5,0.0,40.0,0.0,9.0,359.7081694672864,0.0
62247.5,0.0,40.0,0.0,10.0,305.0,0.0
35924.75,0.0,40.0,0.0,10.0,281.0,0.0
57181.0,0.0,40.0,0.0,10.0,378.0,0.0
7559.25,0.0,45.0,0.0,9.0,359.7081694672864,0.0
85229.25,2174.0,45.0,0.0,9.0,264.0,0.0
73565.75,0.0,9.0,0.0,9.0,371.0,0.0
51670.25,0.0,55.0,0.0,8.0,42.0,0.0
42467.75,0.0,45.0,0.0,9.0,498.0,0.0
101136.75,0.0,30.0,0.0,9.0,239.0,0.0
67722.25,0.0,40.0,0.0,9.0,8.0,0.0
71323.75,0.0,40.0,0.0,10.0,5.0,0.0
24061.25,0.0,99.0,0.0,9.0,359.7081694672864,0.0
9221.25,0.0,50.0,0.0,10.0,278.0,0.0
56566.75,0.0,40.0,0.0,10.0,54.0,0.0
84860.5,2176.0,40.0,46.03422370617696,9.0,99.0,0.0
98040.0,0.0,25.0,0.0,9.0,359.7081694672864,0.0
36863.0,0.0,48.0,0.0,6.0,459.0,0.0
47522.75,0.0,46.0,0.0,11.0,312.0,0.0
57096.5,0.0,70.0,0.0,9.0,311.0,0.0
57821.5,0.0,15.0,0.0,10.0,356.0,0.0
68401.0,0.0,40.0,0.0,13.0,155.0,0.0
77036.0,0.0,40.0,0.0,13.0,385.0,0.0
100104.0,0.0,45.0,0.0,7.0,166.0,0.0
37149.29735524019,0.0,40.0,0.0,10.0,127.0,0.0
37149.29735524019,0.0,40.0,0.0,5.0,38.0,0.0
48965.0,0.0,40.0,0.0,9.0,51.0,0.0
47136.0,0.0,30.0,0.0,11.0,322.0,0.0
62637.75,0.0,40.0,0.0,9.0,181.0,0.0
44080.25,0.0,40.0,0.0,8.0,23.0,0.0
42789.0,0.0,35.0,0.0,10.0,63.0,0.0
76694.75,0.0,40.0,0.0,10.0,107.0,0.0
25506.25,447.9206072106262,50.0,0.0,14.0,359.7081694672864,0.0
24217.25,0.0,40.0,0.0,8.0,476.0,0.0
43826.25,0.0,40.0,0.0,4.0,162.0,0.0
70820.25,0.0,50.0,0.0,4.0,349.0,0.0
29014.25,3273.0,16.0,0.0,9.0,359.7081694672864,0.0
67641.25,0.0,60.0,0.0,11.0,409.0,0.0
48590.0,0.0,40.0,0.0,5.0,359.7081694672864,0.0
28459.5,0.0,40.0,0.0,9.0,47.0,0.0
46207.75,0.0,40.0,0.0,10.0,102.0,0.0
12867.75,0.0,38.0,0.0,9.0,259.0,0.0
37149.29735524019,0.0,65.0,0.0,12.0,142.0,0.0
12236.75,0.0,45.0,0.0,10.0,238.0,0.0
42640.5,0.0,20.0,0.0,12.0,359.7081694672864,0.0
20102.75,0.0,40.0,0.0,10.0,93.0,0.0
72104.75,0.0,40.0,0.0,3.0,101.0,0.0
46142.0,0.0,40.0,0.0,9.0,359.7081694672864,0.0
45004.75,0.0,40.0,0.0,9.0,359.7081694672864,0.0
30561.5,447.9206072106262,32.0,0.0,14.0,61.0,0.0
46937.0,0.0,40.0,0.0,10.0,280.0,0.0
72896.5,0.0,40.0,0.0,9.0,433.0,0.0
81858.75,0.0,40.0,46.03422370617696,9.0,380.0,0.0
29728.75,0.0,40.0,46.03422370617696,13.0,349.0,0.0
42828.75,0.0,40.0,0.0,9.0,140.0,0.0
39860.5,0.0,30.0,0.0,9.0,199.0,0.0
48256.5,0.0,40.0,0.0,9.0,21.0,0.0
48163.0,0.0,40.0,0.0,13.0,480.0,0.0
25952.5,0.0,40.0,0.0,8.0,11.0,0.0
42110.75,0.0,60.0,0.0,9.0,359.7081694672864,0.0
33013.25,0.0,35.0,0.0,10.0,359.7081694672864,0.0
26105.75,0.0,40.0,0.0,12.0,85.0,0.0
43106.25,0.0,40.0,0.0,9.0,184.0,0.0
15977.5,0.0,40.0,0.0,9.0,359.7081694672864,0.0
74154.5,0.0,30.0,0.0,9.0,452.0,0.0
51676.75,0.0,40.0,0.0,9.0,191.0,0.0
10929.0,447.9206072106262,4.0,0.0,10.0,222.0,0.0
37149.29735524019,0.0,8.0,0.0,4.0,254.0,0.0
63794.0,0.0,20.0,0.0,9.0,377.0,0.0
59696.75,0.0,20.0,0.0,13.0,11.0,0.0
8554.5,0.0,40.0,0.0,9.0,284.0,0.0
47729.0,0.0,40.0,0.0,10.0,37.0,0.0
23777.0,0.0,40.0,0.0,13.0,199.0,0.0
8528.0,0.0,40.0,0.0,11.0,37.0,0.0
32856.25,0.0,50.0,46.03422370617696,13.0,153.0,0.0
45109.75,0.0,33.0,0.0,10.0,359.7081694672864,0.0
37789.75,0.0,99.0,0.0,6.0,359.7081694672864,0.0
10160.25,5013.0,40.0,0.0,6.0,60.0,0.0
27525.0,0.0,40.0,0.0,11.0,306.0,0.0
39029.25,0.0,32.0,0.0,11.0,359.7081694672864,0.0
43282.0,0.0,40.0,0.0,9.0,386.0,0.0
46388.5,0.0,11.0,0.0,10.0,266.0,0.0
7493.5,0.0,40.0,0.0,9.0,131.0,0.0
8237.0,0.0,60.0,0.0,13.0,420.0,0.0
79328.25,0.0,48.0,0.0,9.0,359.7081694672864,0.0
37149.29735524019,0.0,6.0,0.0,10.0,359.7081694672864,0.0
35524.25,0.0,6.0,0.0,5.0,196.0,0.0
50079.5,0.0,60.0,0.0,9.0,186.0,0.0
37149.29735524019,0.0,40.0,0.0,9.0,359.7081694672864,0.0
8758.5,0.0,21.0,0.0,13.0,359.7081694672864,0.0
12179.5,2907.0,40.0,0.0,6.0,491.0,0.0
50150.75,0.0,30.0,0.0,9.0,404.0,0.0
90720.75,0.0,40.0,0.0,10.0,57.0,0.0
37149.29735524019,0.0,40.0,0.0,9.0,209.0,0.0
37149.29735524019,0.0,50.0,0.0,11.0,411.0,0.0
47807.5,0.0,40.0,0.0,10.0,359.7081694672864,0.0
24120.75,0.0,20.0,0.0,9.0,359.7081694672864,0.0
40361.0,0.0,40.0,0.0,9.0,262.0,0.0
32090.75,0.0,30.0,0.0,10.0,14.0,0.0
32064.5,447.9206072106262,24.0,0.0,9.0,359.7081694672864,0.0
40637.75,0.0,35.0,0.0,13.0,474.0,0.0
62494.25,0.0,40.0,0.0,11.0,344.0,0.0
39931.0,0.0,40.0,0.0,13.0,415.0,0.0
36750.5,0.0,40.0,0.0,9.0,359.7081694672864,0.0
32501.75,0.0,35.0,0.0,6.0,359.7081694672864,0.0
32892.0,0.0,40.0,0.0,5.0,277.0,0.0
29495.75,0.0,40.0,0.0,9.0,406.0,0.0
51993.25,0.0,55.0,0.0,16.0,177.0,0.0
58264.75,0.0,40.0,0.0,5.0,359.7081694672864,0.0
31465.75,0.0,35.0,0.0,13.0,359.7081694672864,0.0
37149.29735524019,0.0,35.0,46.03422370617696,13.0,84.0,0.0
38018.25,0.0,40.0,0.0,9.0,359.7081694672864,0.0
122750.0,0.0,45.0,0.0,13.0,103.0,0.0
97168.0,0.0,16.0,0.0,10.0,479.0,0.0
35340.75,0.0,40.0,0.0,10.0,308.0,0.0
43553.75,0.0,40.0,0.0,10.0,359.7081694672864,0.0
49465.25,0.0,15.0,0.0,8.0,470.0,0.0
18625.25,0.0,50.0,0.0,14.0,364.0,0.0
75124.25,0.0,40.0,0.0,10.0,367.0,0.0
44326.25,0.0,40.0,2377.0,10.0,233.0,0.0
30329.5,0.0,20.0,0.0,10.0,208.0,0.0
26725.0,0.0,68.0,0.0,9.0,385.0,0.0
9784.25,0.0,40.0,0.0,14.0,181.0,0.0
22812.75,0.0,20.0,0.0,9.0,35.0,0.0
66913.0,0.0,40.0,0.0,13.0,29.0,0.0
25735.5,0.0,50.0,0.0,10.0,359.7081694672864,0.0
60281.5,0.0,50.0,0.0,13.0,238.0,0.0
40653.25,0.0,60.0,2258.0,14.0,393.0,0.0
7894.25,0.0,40.0,46.03422370617696,11.0,164.0,0.0
56985.75,0.0,30.0,46.03422370617696,12.0,305.0,0.0
51052.25,0.0,10.0,0.0,10.0,359.7081694672864,0.0
7900.0,0.0,40.0,0.0,13.0,110.0,0.0
35614.25,0.0,20.0,0.0,7.0,143.0,0.0
79461.75,0.0,40.0,0.0,13.0,444.0,0.0
7664.0,0.0,24.0,0.0,10.0,173.0,0.0
14867.25,0.0,40.0,0.0,4.0,150.0,0.0
19304.5,0.0,40.0,46.03422370617696,9.0,282.0,0.0
37149.29735524019,0.0,40.0,0.0,10.0,359.7081694672864,0.0
48880.0,0.0,40.0,0.0,11.0,487.0,0.0
16733.75,0.0,35.0,0.0,9.0,24.0,0.0
55744.5,0.0,45.0,0.0,16.0,359.7081694672864,0.0
56868.75,0.0,40.0,0.0,13.0,59.0,0.0
46461.5,0.0,40.0,0.0,9.0,359.7081694672864,0.0
58922.75,0.0,40.0,0.0,9.0,185.0,0.0
44208.75,0.0,40.0,0.0,10.0,255.0,0.0
69086.25,0.0,50.0,0.0,9.0,463.0,0.0
51040.75,0.0,55.0,0.0,10.0,487.0,0.0
33103.0,0.0,40.0,0.0,13.0,41.0,0.0
21034.0,0.0,25.0,0.0,9.0,12.0,0.0
70376.0,0.0,40.0,0.0,10.0,359.7081694672864,0.0
17461.75,0.0,20.0,0.0,13.0,81.0,0.0
66318.75,0.0,40.0,0.0,10.0,413.0,0.0
37149.29735524019,0.0,40.0,0.0,10.0,359.7081694672864,0.0
78454.25,0.0,50.0,0.0,9.0,359.7081694672864,0.0
54185.25,0.0,45.0,0.0,13.0,231.0,0.0
20044.75,0.0,50.0,0.0,9.0,359.7081694672864,0.0
56164.5,0.0,40.0,0.0,10.0,359.7081694672864,0.0
43124.0,0.0,30.0,0.0,13.0,15.0,0.0
37149.29735524019,0.0,35.0,0.0,10.0,356.0,0.0
30818.25,0.0,40.0,0.0,9.0,281.0,0.0
73947.75,0.0,30.0,0.0,9.0,359.7081694672864,0.0
68272.0,0.0,10.0,0.0,10.0,231.0,0.0
30759.25,0.0,13.0,0.0,10.0,359.7081694672864,0.0
48883.0,0.0,40.0,0.0,9.0,359.7081694672864,0.0
24025.5,0.0,50.0,0.0,14.0,389.0,0.0
44930.0,0.0,30.0,0.0,9.0,67.0,0.0
6801.75,0.0,45.0,0.0,7.0,18.0,0.0
9902.5,0.0,80.0,0.0,10.0,7.0,0.0
116949.75,0.0,40.0,0.0,9.0,256.0,0.0
43420.5,0.0,40.0,0.0,10.0,485.0,0.0
76374.5,0.0,33.0,0.0,9.0,359.7081694672864,0.0
62014.75,3464.0,40.0,0.0,9.0,328.0,0.0
47226.25,0.0,40.0,0.0,3.0,339.0,0.0
29675.25,0.0,40.0,46.03422370617696,9.0,215.0,0.0
53117.0,0.0,15.0,0.0,10.0,445.0,0.0
52616.0,0.0,40.0,0.0,14.0,46.0,0.0
17766.75,0.0,55.0,0.0,15.0,359.7081694672864,0.0
39737.0,3411.0,40.0,0.0,4.0,255.0,0.0
51275.0,0.0,40.0,0.0,9.0,497.0,0.0
50051.75,0.0,40.0,0.0,9.0,32.0,0.0
39131.5,0.0,33.0,0.0,10.0,359.7081694672864,0.0
51199.0,0.0,40.0,46.03422370617696,6.0,7.0,0.0
79205.0,447.9206072106262,40.0,1485.0,10.0,359.7081694672864,0.0
38451.25,0.0,20.0,0.0,9.0,313.0,0.0
45715.75,0.0,40.0,0.0,13.0,156.0,0.0
63279.0,0.0,40.0,0.0,6.0,359.7081694672864,0.0
47742.0,0.0,48.0,0.0,9.0,294.0,0.0
36307.75,0.0,40.0,1762.0,12.0,320.0,0.0
63403.0,1055.0,32.0,0.0,10.0,359.7081694672864,0.0
7502.0,0.0,45.0,0.0,14.0,359.7081694672864,0.0
39942.5,0.0,40.0,0.0,9.0,153.0,0.0
20231.0,0.0,35.0,0.0,10.0,1.0,0.0
9219.0,0.0,40.0,0.0,9.0,359.7081694672864,0.0
98370.0,0.0,40.0,0.0,9.0,332.0,0.0
12310.75,0.0,40.0,0.0,9.0,291.0,0.0
37149.29735524019,0.0,35.0,0.0,9.0,359.7081694672864,0.0
10586.5,0.0,35.0,0.0,9.0,293.0,0.0
40755.25,0.0,40.0,0.0,9.0,359.7081694672864,0.0
17699.0,0.0,15.0,0.0,9.0,359.7081694672864,0.0
37773.5,0.0,48.0,0.0,11.0,230.0,0.0
35811.5,2597.0,45.0,0.0,10.0,359.7081694672864,0.0
60649.25,0.0,40.0,0.0,13.0,67.0,0.0
44719.0,0.0,40.0,0.0,9.0,252.0,0.0
50308.0,0.0,30.0,0.0,9.0,131.0,0.0
74129.0,0.0,50.0,0.0,10.0,246.0,0.0
62333.0,0.0,40.0,0.0,9.0,359.7081694672864,0.0
25491.75,0.0,40.0,0.0,14.0,11.0,0.0
51572.0,447.9206072106262,35.0,46.03422370617696,13.0,359.7081694672864,0.0
38011.5,0.0,40.0,0.0,13.0,362.0,0.0
49545.75,0.0,50.0,0.0,13.0,157.0,0.0
46316.75,0.0,32.0,0.0,11.0,291.0,0.0
43036.25,0.0,40.0,0.0,6.0,359.7081694672864,0.0
13652.0,0.0,40.0,0.0,10.0,359.7081694672864,0.0
42402.75,0.0,40.0,0.0,7.0,359.7081694672864,0.0
74509.25,0.0,44.0,0.0,11.0,64.0,0.0
17081.5,0.0,40.0,0.0,11.0,359.7081694672864,0.0
49437.25,0.0,44.0,1573.0,9.0,282.0,0.0
37633.25,0.0,55.0,1876.0,10.0,439.0,0.0
43036.5,0.0,40.0,1721.0,5.0,359.7081694672864,0.0
37149.29735524019,0.0,40.0,0.0,9.0,412.0,0.0
37721.5,0.0,25.0,0.0,10.0,243.0,0.0
134548.25,0.0,50.0,0.0,7.0,220.0,0.0
9067.75,0.0,40.0,0.0,13.0,408.0,0.0
15324.75,0.0,45.0,0.0,10.0,359.7081694672864,0.0
39495.0,0.0,32.0,0.0,9.0,359.7081694672864,0.0
45635.0,0.0,40.0,0.0,7.0,359.7081694672864,0.0
55065.5,0.0,40.0,0.0,9.0,301.0,0.0
41077.25,0.0,30.0,0.0,7.0,347.0,0.0
44040.5,0.0,40.0,0.0,13.0,359.7081694672864,0.0
36059.5,0.0,38.0,0.0,7.0,424.0,0.0
36732.25,0.0,55.0,0.0,9.0,388.0,0.0
84709.0,0.0,20.0,0.0,9.0,455.0,0.0
47029.75,447.9206072106262,40.0,0.0,9.0,359.7081694672864,0.0
37149.29735524019,0.0,40.0,1726.0,11.0,254.0,0.0
24820.0,0.0,30.0,0.0,10.0,118.0,0.0
49483.0,0.0,16.0,46.03422370617696,10.0,309.0,0.0
23832.25,0.0,40.0,0.0,13.0,159.0,0.0
28591.5,0.0,35.0,0.0,13.0,359.7081694672864,0.0
46803.75,0.0,40.0,0.0,9.0,447.0,0.0
13560.75,0.0,60.0,0.0,9.0,146.0,0.0
49114.0,0.0,40.0,1669.0,14.0,115.0,0.0
53369.25,447.9206072106262,10.0,0.0,4.0,359.7081694672864,0.0
34547.5,0.0,40.0,1138.0,9.0,62.0,0.0
54546.0,0.0,40.0,0.0,13.0,402.0,0.0
43985.75,0.0,35.0,0.0,13.0,359.7081694672864,0.0
27535.5,0.0,30.0,0.0,9.0,265.0,0.0
59244.25,0.0,40.0,0.0,9.0,147.0,0.0
42218.25,0.0,30.0,0.0,10.0,441.0,0.0
48898.75,0.0,40.0,0.0,4.0,359.7081694672864,0.0
13038.0,0.0,50.0,0.0,14.0,153.0,0.0
54045.25,447.9206072106262,36.0,0.0,10.0,197.0,0.0
55357.0,0.0,35.0,0.0,8.0,366.0,0.0
35539.5,0.0,12.0,0.0,9.0,485.0,0.0
33492.25,0.0,63.0,0.0,9.0,380.0,0.0
45455.0,0.0,45.0,0.0,10.0,42.0,0.0
83944.25,0.0,40.0,0.0,10.0,356.0,0.0
26322.25,0.0,20.0,0.0,6.0,255.0,0.0
43247.75,0.0,40.0,0.0,9.0,359.7081694672864,0.0
44920.25,0.0,37.0,46.03422370617696,9.0,312.0,0.0
51470.75,0.0,40.0,0.0,9.0,380.0,0.0
77473.75,0.0,40.0,0.0,10.0,112.0,0.0
16766.25,594.0,25.0,0.0,11.0,293.0,0.0
57872.75,0.0,40.0,0.0,9.0,98.0,0.0
38421.25,0.0,52.0,0.0,7.0,349.0,0.0
43146.0,0.0,50.0,1590.0,9.0,359.7081694672864,0.0
59659.5,0.0,40.0,0.0,4.0,289.0,0.0
59099.0,0.0,40.0,0.0,7.0,455.0,0.0
86340.75,0.0,40.0,46.03422370617696,9.0,359.7081694672864,0.0
44578.0,0.0,42.0,0.0,12.0,130.0,0.0
43398.25,0.0,20.0,0.0,14.0,203.0,0.0
8133.25,0.0,45.0,0.0,11.0,359.7081694672864,0.0
69156.0,0.0,40.0,0.0,10.0,167.0,0.0
48007.0,0.0,35.0,0.0,10.0,47.0,0.0
56054.25,0.0,40.0,0.0,7.0,130.0,0.0
28066.0,0.0,40.0,0.0,9.0,274.0,0.0
20947.75,0.0,45.0,0.0,9.0,263.0,0.0
83094.75,0.0,50.0,0.0,10.0,230.0,0.0
34562.0,0.0,20.0,0.0,7.0,363.0,0.0
39751.75,0.0,12.0,0.0,13.0,359.7081694672864,0.0
17126.25,0.0,37.0,0.0,5.0,141.0,0.0
8261.5,0.0,36.0,0.0,11.0,278.0,0.0
82131.25,2414.0,15.0,0.0,9.0,359.7081694672864,0.0
19505.5,0.0,50.0,0.0,12.0,167.0,0.0
27992.75,0.0,30.0,0.0,9.0,480.0,0.0
33413.75,0.0,40.0,46.03422370617696,9.0,457.0,0.0
54115.25,0.0,40.0,0.0,10.0,359.7081694672864,0.0
29119.25,0.0,40.0,0.0,11.0,228.0,0.0
26055.75,0.0,32.0,0.0,9.0,359.7081694672864,0.0
8254.0,0.0,40.0,0.0,9.0,359.7081694672864,0.0
107336.5,0.0,40.0,0.0,9.0,32.0,0.0
30995.75,0.0,40.0,0.0,13.0,62.0,0.0
45258.25,0.0,60.0,0.0,9.0,165.0,0.0
30246.25,0.0,40.0,0.0,9.0,78.0,0.0
11839.5,3471.0,40.0,0.0,6.0,359.7081694672864,0.0
64622.5,0.0,35.0,0.0,10.0,460.0,0.0
36676.5,0.0,30.0,0.0,10.0,359.7081694672864,0.0
45085.5,0.0,40.0,0.0,13.0,81.0,0.0
49433.0,0.0,20.0,0.0,7.0,188.0,0.0
29495.75,0.0,41.0,0.0,9.0,359.7081694672864,0.0
85754.75,447.9206072106262,40.0,0.0,6.0,359.7081694672864,0.0
57429.0,0.0,40.0,0.0,10.0,359.7081694672864,0.0
37149.29735524019,447.9206072106262,47.0,0.0,10.0,12.0,0.0
49816.5,0.0,17.0,0.0,10.0,359.7081694672864,0.0
18157.5,3325.0,45.0,0.0,16.0,359.7081694672864,0.0
28323.25,0.0,40.0,0.0,9.0,496.0,0.0
75955.5,0.0,40.0,0.0,6.0,359.7081694672864,0.0
58483.25,0.0,32.0,0.0,6.0,359.7081694672864,0.0
61272.5,3137.0,50.0,0.0,10.0,467.0,0.0
51549.75,0.0,40.0,0.0,9.0,320.0,0.0
9869.5,0.0,70.0,46.03422370617696,10.0,428.0,0.0
36913.25,0.0,36.0,0.0,10.0,4.0,0.0
21751.5,0.0,40.0,1579.0,10.0,359.7081694672864,0.0
78067.75,0.0,60.0,0.0,10.0,342.0,0.0
47365.25,0.0,60.0,46.03422370617696,9.0,359.7081694672864,0.0
37356.75,0.0,35.0,0.0,9.0,416.0,0.0
7490.5,0.0,40.0,0.0,9.0,33.0,0.0
9022.75,0.0,40.0,0.0,14.0,76.0,0.0
66421.25,0.0,65.0,0.0,10.0,305.0,0.0
104930.5,447.9206072106262,40.0,0.0,12.0,359.7081694672864,0.0
23115.5,447.9206072106262,32.0,0.0,12.0,359.7081694672864,0.0
58798.75,0.0,32.0,0.0,10.0,64.0,0.0
40755.25,0.0,40.0,0.0,9.0,115.0,0.0
19866.0,0.0,12.0,0.0,7.0,359.7081694672864,0.0
33175.5,0.0,40.0,0.0,13.0,448.0,0.0
39612.75,0.0,45.0,0.0,10.0,26.0,0.0
4872.75,0.0,40.0,0.0,10.0,276.0,0.0
8183.0,0.0,50.0,0.0,10.0,431.0,0.0
53278.75,0.0,40.0,0.0,9.0,304.0,0.0
9254.75,0.0,50.0,0.0,9.0,374.0,0.0
